date,AAPL,Return,42d,252d,Mov_Vol
2002-02-21,10.75,-0.0726451086706,11.48,10.3941666667,0.00615064544903
2002-02-22,11.37,0.0560725531888,11.5045238095,10.399484127,0.00789931296416
2002-02-25,11.9,0.045560092355,11.5378571429,10.4090079365,0.0141892021729
2002-02-26,11.84,-0.00505477066162,11.5654761905,10.4196825397,0.0162354482002
2002-02-27,10.98,-0.0754081933745,11.5711904762,10.4257936508,0.00951963091996
2002-02-28,10.85,-0.0119103560949,11.5669047619,10.431547619,0.00903684019171
2002-03-01,11.73,0.0779845826789,11.579047619,10.4407936508,0.0139494071409
2002-03-04,12.15,0.0351795071212,11.6076190476,10.4503174603,0.0138625957182
2002-03-05,11.77,-0.0317752485144,11.6104761905,10.4585714286,0.0122497967815
2002-03-06,12.03,0.0218496087144,11.6161904762,10.4701190476,0.0174451849614
2002-03-07,12.19,0.0132124135066,11.6242857143,10.4812698413,0.0165067278104
2002-03-08,12.33,0.0114193736831,11.6452380952,10.4920238095,0.0156345667272
2002-03-11,12.53,0.0160904517317,11.6742857143,10.5013095238,0.0130220680486
2002-03-12,12.36,-0.0136603168784,11.710952381,10.5076984127,0.00879143458371
2002-03-13,12.24,-0.00975617494536,11.7497619048,10.5141269841,0.00894328583067
2002-03-14,12.22,-0.00163532334073,11.7902380952,10.5213492063,0.0101589384032
2002-03-15,12.48,0.0210534091978,11.8357142857,10.5307142857,0.0132044218848
2002-03-18,12.37,-0.00885317653689,11.8719047619,10.5428571429,0.0179019782854
2002-03-19,12.43,0.00483871911822,11.9204761905,10.5533730159,0.015104305815
2002-03-20,12.46,0.00241060783669,11.9495238095,10.5622619048,0.0124839730625
2002-03-21,12.14,-0.026017727728,11.9745238095,10.5713492063,0.0131679250914
2002-03-22,12.05,-0.00744112569469,12.0016666667,10.5802380952,0.0129555125797
2002-03-25,11.68,-0.0311866825366,12.0057142857,10.5857936508,0.00804294019366
2002-03-26,11.73,0.0042716852653,12.0088095238,10.5932539683,0.0110036927728
2002-03-27,11.73,0.0,12.0114285714,10.5998809524,0.00967478798628
2002-03-28,11.84,0.00933396679048,12.0161904762,10.603968254,0.00573321696463
2002-04-01,12.23,0.0324083202432,12.0328571429,10.6068650794,0.00387696518518
2002-04-02,12.03,-0.0164884197125,12.0323809524,10.6113888889,0.00627160185876
2002-04-03,11.88,-0.0125472160521,12.020952381,10.6131349206,0.00237741719621
2002-04-04,12.45,0.0468643089762,12.0269047619,10.618531746,0.00728695481599
2002-04-05,12.37,-0.00644643650632,12.0195238095,10.6228968254,0.00586662963895
2002-04-08,12.28,-0.0073022636854,12.0088095238,10.6278571429,0.00676260898021
2002-04-09,12.05,-0.0189072627823,12.0019047619,10.6328174603,0.00689901864853
2002-04-10,12.33,0.0229706572396,12.0061904762,10.6415873016,0.0124426946006
2002-04-11,12.43,0.00807758834637,12.015952381,10.6522222222,0.0152978361633
2002-04-12,12.53,0.00801286338536,12.0169047619,10.660515873,0.0114952342453
2002-04-15,12.5,-0.00239712459972,12.0204761905,10.6692460317,0.0121946929443
2002-04-16,12.87,0.0291703772998,12.029047619,10.6795634921,0.0142159996119
2002-04-17,13.06,0.0146551022402,12.0471428571,10.6876587302,0.0106990605034
2002-04-18,12.7,-0.0279521303837,12.065,10.6948015873,0.00962796488029
2002-04-19,12.49,-0.0166736693271,12.0930952381,10.6998809524,0.00681105127563
2002-04-22,12.27,-0.0177710654147,12.11,10.706031746,0.00850710486377
2002-04-23,12.12,-0.0123002780817,12.1426190476,10.7136507937,0.0108645421831
2002-04-24,11.89,-0.0191592699385,12.155,10.7155952381,0.00265106519562
2002-04-25,12.06,0.0141964805963,12.1588095238,10.7124206349,-0.00404595393136
2002-04-26,11.51,-0.0466779685652,12.150952381,10.7084126984,-0.00529850396914
2002-04-29,11.98,0.0400223699535,12.1747619048,10.7078571429,-0.0007318896467
2002-04-30,12.14,0.013267192944,12.2054761905,10.7083333333,0.000625774141026
2002-05-01,11.99,-0.0124328165919,12.2116666667,10.7068650794,-0.00191454646947
2002-05-02,11.85,-0.0117451014583,12.2045238095,10.7048809524,-0.00260343160498
2002-05-03,11.76,-0.00762392511066,12.2042857143,10.6995634921,-0.00679758318462
2002-05-06,11.32,-0.0381328696954,12.1873809524,10.6939285714,-0.00744436163714
2002-05-07,11.23,-0.00798230402469,12.1645238095,10.6870238095,-0.00907431151822
2002-05-08,12.19,0.0820271747428,12.1611904762,10.6826190476,-0.00548981376103
2002-05-09,12.1,-0.00741049089048,12.150952381,10.6811111111,-0.00194789725759
2002-05-10,11.66,-0.0370412716803,12.1342857143,10.6762698413,-0.00626863778023
2002-05-13,11.97,0.0262393386475,12.1278571429,10.6742460317,-0.00262835507863
2002-05-14,12.81,0.0678225963388,12.1419047619,10.6763492063,0.00266176397689
2002-05-15,12.64,-0.0133597271899,12.1457142857,10.6789285714,0.00332567284124
2002-05-16,12.6,-0.00316957476128,12.1511904762,10.6832936508,0.00575449515393
2002-05-17,12.51,-0.00716848947861,12.1530952381,10.6875793651,0.00568753673701
2002-05-20,12.37,-0.0112541380744,12.150952381,10.6904365079,0.00377762932227
2002-05-21,11.73,-0.053124523739,12.1411904762,10.6909920635,0.000756370239303
2002-05-22,12.16,0.0360022138726,12.1438095238,10.6914285714,0.000572440838975
2002-05-23,12.59,0.0347509715182,12.1654761905,10.6946825397,0.00424258360328
2002-05-24,12.07,-0.0421798129468,12.1735714286,10.6958730159,0.00158550514127
2002-05-28,11.99,-0.00665006607002,12.1797619048,10.6967063492,0.00111309219566
2002-05-29,11.99,0.0,12.1833333333,10.6976587302,0.00127372316795
2002-05-30,12.1,0.00913248356327,12.1802380952,10.6996031746,0.00260409061124
2002-05-31,11.65,-0.037899272591,12.1711904762,10.6998015873,0.000270942692245
2002-06-03,11.45,-0.0173164500115,12.160952381,10.7000793651,0.000386298671661
2002-06-04,11.39,-0.00525395254116,12.1357142857,10.7026984127,0.00376025646394
2002-06-05,11.36,-0.00263736416609,12.1116666667,10.708531746,0.00872935834136
2002-06-06,11.08,-0.0249567319739,12.0830952381,10.7128968254,0.00658657212405
2002-06-07,10.7,-0.0348979398513,12.050952381,10.7139285714,0.00154960136216
2002-06-10,10.74,0.00373134761286,12.0130952381,10.7155555556,0.00245190630644
2002-06-11,10.23,-0.0486505091172,11.9607142857,10.7146031746,-0.00146079772136
2002-06-12,10.05,-0.0177519454585,11.9016666667,10.7133730159,-0.00191373506391
2002-06-13,9.77,-0.0282561684504,11.8366666667,10.7091666667,-0.00648861658107
2002-06-14,10.05,0.0282561684504,11.7695238095,10.7067460317,-0.00371197549736
2002-06-17,10.27,0.0216543894354,11.7030952381,10.7077380952,0.00155242156111
2002-06-18,10.07,-0.01966631721,11.6404761905,10.7074206349,-0.000498472067539
2002-06-19,8.56,-0.162460516577,11.5469047619,10.7007936508,-0.011227081262
2002-06-20,8.56,0.0,11.4585714286,10.6953174603,-0.00941552530465
2002-06-21,8.43,-0.0153034181399,11.3707142857,10.6882142857,-0.0121294980848
2002-06-24,8.64,0.0246058108022,11.2933333333,10.6821825397,-0.0102085595786
2002-06-25,8.57,-0.00813485020628,11.2102380952,10.6761111111,-0.0103478918918
2002-06-26,8.27,-0.0356332235741,11.1330952381,10.6659126984,-0.0170467323619
2002-06-27,8.53,0.030954852468,11.050952381,10.6551587302,-0.0173794038394
2002-06-28,8.86,0.0379574031134,10.9728571429,10.6461507937,-0.0143687856399
2002-07-01,8.53,-0.0379574031134,10.8904761905,10.6324206349,-0.0214484512151
2002-07-02,8.47,-0.00705885283962,10.81,10.6188888889,-0.0213125224491
2002-07-03,8.77,0.0348062977201,10.7388095238,10.6073809524,-0.0179964407287
2002-07-05,9.37,0.0661762898662,10.6923809524,10.5978571429,-0.014365221709
2002-07-08,9.01,-0.0391780246301,10.6395238095,10.5875,-0.0160252325266
2002-07-09,8.77,-0.0269982652362,10.5580952381,10.5748809524,-0.0194900197598
2002-07-10,8.66,-0.0126220838097,10.4761904762,10.5619444444,-0.0201267933313
2002-07-11,9.15,0.0550391567131,10.4164285714,10.5522222222,-0.0149454219823
2002-07-12,8.76,-0.0435579743391,10.34,10.5432539683,-0.0144581426214
2002-07-15,9.11,0.0391768063236,10.2519047619,10.5343650794,-0.0138489353186
2002-07-16,8.93,-0.0199563163835,10.1635714286,10.5278571429,-0.010621016186
2002-07-17,7.82,-0.132731840331,10.0497619048,10.5141666667,-0.0230218017825
2002-07-18,7.49,-0.0431157570281,9.93023809524,10.4955555556,-0.0306293882522
2002-07-19,7.48,-0.00133600554274,9.81380952381,10.4759126984,-0.0319934399108
2002-07-22,7.46,-0.00267737777072,9.71214285714,10.4579761905,-0.0298392354874
2002-07-23,7.24,-0.029934207818,9.595,10.4369047619,-0.0346530086986
2002-07-24,7.6,0.0485270408947,9.47619047619,10.4257936508,-0.0197585689897
2002-07-25,7.18,-0.0568488642322,9.35976190476,10.4146825397,-0.0207429238144
2002-07-26,7.17,-0.0013937284486,9.245,10.4034920635,-0.0208938091713
2002-07-29,7.51,0.0463298111645,9.13833333333,10.3945238095,-0.0165725452715
2002-07-30,7.72,0.0275788982606,9.03404761905,10.3872619048,-0.0134005282083
2002-07-31,7.63,-0.0117265187403,8.93833333333,10.3809126984,-0.0119922585834
2002-08-01,7.4,-0.0306078450862,8.8419047619,10.3733730159,-0.0143963140069
2002-08-02,7.22,-0.0246250473054,8.74261904762,10.3644047619,-0.0171551373847
2002-08-05,6.99,-0.032374396659,8.63857142857,10.3545634921,-0.019128048158
2002-08-06,7.37,0.0529371499555,8.55023809524,10.3465079365,-0.0153259543617
2002-08-07,7.51,0.0188177595748,8.47428571429,10.3384920635,-0.0150057723928
2002-08-08,7.65,0.0184701820624,8.40071428571,10.3295238095,-0.016305305505
2002-08-09,7.5,-0.0198026272962,8.33571428571,10.3205952381,-0.0165273951593
2002-08-12,7.49,-0.00133422301314,8.27476190476,10.3123809524,-0.0153717476843
2002-08-13,7.3,-0.0256944493748,8.21595238095,10.3031746032,-0.0173844706775
2002-08-14,7.59,0.0389572432532,8.15738095238,10.2957936508,-0.0138072406366
2002-08-15,7.8,0.027292142288,8.09857142857,10.288968254,-0.0125529003346
2002-08-16,7.91,0.014004048084,8.04714285714,10.2826190476,-0.0116045231971
2002-08-19,7.99,0.0100629779986,8.03357142857,10.2764285714,-0.0112350188249
2002-08-20,7.95,-0.00501883111194,8.01904761905,10.2708333333,-0.0102852550263
2002-08-21,8.06,0.0137416278523,8.01023809524,10.2662301587,-0.00847027713752
2002-08-22,7.99,-0.00872279674035,7.99476190476,10.260952381,-0.00969931604906
2002-08-23,7.86,-0.0164041533371,7.97785714286,10.2563095238,-0.00874142128725
2002-08-26,7.76,-0.012804272246,7.96571428571,10.2511507937,-0.00975695039893
2002-08-27,7.43,-0.0434564754655,7.93952380952,10.2450793651,-0.0117952864954
2002-08-28,7.35,-0.0108255455049,7.90357142857,10.2381349206,-0.0134539037113
2002-08-29,7.35,0.0,7.87547619048,10.231984127,-0.0120539776807
2002-08-30,7.38,0.00407332538764,7.84952380952,10.2244444444,-0.0144311817484
2002-09-03,7.03,-0.0485869327898,7.8080952381,10.2148015873,-0.0187020397571
2002-09-04,7.24,0.0294345005751,7.75738095238,10.2070238095,-0.0150922648862
2002-09-05,7.09,-0.0209358658536,7.71166666667,10.1998015873,-0.0143934478386
2002-09-06,7.19,0.0140058311889,7.67404761905,10.1929761905,-0.0135111634046
2002-09-09,7.18,-0.00139178867282,7.63880952381,10.1846825397,-0.0160939790177
2002-09-10,7.16,-0.00278940208758,7.59142857143,10.1769047619,-0.0152420361721
2002-09-11,7.14,-0.00279720462106,7.55285714286,10.168452381,-0.0164459021611
2002-09-12,7.07,-0.00985229644301,7.50428571429,10.1613492063,-0.0142168996109
2002-09-13,7.09,0.00282486063555,7.46047619048,10.1551984127,-0.0124550155467
2002-09-16,7.25,0.0223161283225,7.4469047619,10.149484127,-0.0114127298897
2002-09-17,7.4,0.0204785313435,7.44476190476,10.1451587302,-0.00865595338575
